Address,Translated,Status,Province,Administrative District,Building,Neighbourhood,Town,Street,Village,Country,Latitude,Longitude,api
"Գայի պողոտա 8, Երևան","8 Gay Avenue, Yerevan",OK,Yerevan,Yerevan,8/2,Nor Nork Block 1,Yerevan,Gai avenue,,Armenia,40.1997761,44.56618509,Nominatim
"Գայի պողոտա 32, Երևան","32 Gay Avenue, Yerevan",OK,Yerevan,Yerevan,,Nor Nork Block 1,Yerevan,Gai avenue,,Armenia,40.19969822,44.56666229,Nominatim
"Գայի պողոտա 23/2, Երևան","23/2 Gay Avenue, Yerevan",OK,Yerevan,Yerevan,23/2,Nor Nork Block 1,Yerevan,Gai Avenue,,Armenia,40.197966,44.567999,Yandex
"Գայի պողոտա 19/30, Երևան","19/30 Gay Avenue, Yerevan",OK,Yerevan,Yerevan,19/30,,Yerevan,Gai Avenue,,Armenia,40.196747,44.569311,Yandex
"Գայի պողոտա 16/10, Երևան","16/10 Gay Avenue, Yerevan",OK,Yerevan,Yerevan,16/10,Nor Nork Block 1,Yerevan,Gai Avenue,,Armenia,40.196237,44.568341,Yandex
"Գայի պողոտա 15/1, Երևան","15/1 Gay Avenue, Yerevan",OK,Yerevan,Yerevan,15/1,Nor Nork Block 2,Yerevan,Gai Avenue,,Armenia,40.200825,44.566733,Yandex
"Բագրատունյաց պողոտա, Երևան","Bagratunyats Avenue, Yerevan",OK,Yerevan,Shengavit,,3th residential area,Yerevan,Gai Avenue,,Armenia,40.19849,44.56729,Yandex
"Բագրատունյաց պողոտա 38/1, Երևան","38/1 Bagratunyats Avenue, Yerevan",OK,Yerevan,Shengavit,38/1,,Yerevan,Gai Avenue,,Armenia,40.187309,44.563804,Yandex
"Gayi Avenue, Yerevan","Gayi Avenue, Yerevan",OK,Yerevan,Nor Nork,,Nor Nork Block 1,Yerevan,Gai avenue,,Armenia,40.19969822,44.56666229,Nominatim
"Gayi Avenue 8/2, Yerevan","Gayi Avenue 8/2, Yerevan",OK,Yerevan,Nor Nork,8/2,Nor Nork Block 1,Yerevan,Gai avenue,,Armenia,40.1997761,44.56618509,Nominatim
"Gayi Avenue 2, Yerevan","Gayi Avenue 2, Yerevan",OK,Yerevan,Nor Nork,2,Nor Nork Block 1,Yerevan,Gai avenue,,Armenia,40.2026731,44.56385929,Nominatim
"Gayi Avenue 10/6, Yerevan","Gayi Avenue 10/6, Yerevan",OK,Yerevan,Nor Nork,10/6,Nor Nork Block 1,Yerevan,Gai avenue,,Armenia,40.1996405,44.56562469,Nominatim
"Проспект Гая, Ереван","Gai Avenue, Yerevan",OK,Yerevan,Nor Nork,,Nor Nork Block 1,Yerevan,Gai avenue,,Armenia,40.19969822,44.56666229,Nominatim
"Gai avenue, Yerevan","Gai avenue, Yerevan",OK,Yerevan,Nor Nork,,Nor Nork Block 1,Yerevan,Gai avenue,,Armenia,40.19969822,44.56666229,Nominatim
"Проспект Гая 8, Ереван","Gai Avenue 8, Yerevan",OK,Yerevan,Nor Nork,8,Nor Nork Block 1,Yerevan,Gai Avenue,,Armenia,40.201245,44.565251,Yandex
"Gai avenue 41, Yerevan","Gai avenue 41, Yerevan",OK,Yerevan,Nor Nork,41,Nor Nork Block 4,Yerevan,Gai avenue,,Armenia,40.19342255,44.56979709,Nominatim
"Проспект Гая 4, Ереван","Gai Avenue 4, Yerevan",OK,Yerevan,Nor Nork,17/4,Nor Nork Block 2,Yerevan,Gai avenue,,Armenia,40.1980362,44.5678233,Nominatim
"Gai avenue 29, Yerevan","Gai avenue 29, Yerevan",OK,Yerevan,Nor Nork,29,Nor Nork Block 2,Yerevan,Gai avenue,,Armenia,40.19673675,44.57003297,Nominatim
"Gai avenue 24, Yerevan","Gai avenue 24, Yerevan",OK,Yerevan,Nor Nork,24,Nor Nork Block 3,Yerevan,Gai avenue,,Armenia,40.1924198,44.56794518,Nominatim
"Gai avenue 23, Yerevan","Gai avenue 23, Yerevan",OK,Yerevan,Nor Nork,23,Nor Nork Block 2,Yerevan,Gai avenue,,Armenia,40.1981565,44.56925332,Nominatim
"Gai avenue 22, Yerevan","Gai avenue 22, Yerevan",OK,Yerevan,Nor Nork,22,Nor Nork Block 3,Yerevan,Gai avenue,,Armenia,40.1931519,44.56835185,Nominatim
"Gai avenue 2, Yerevan","Gai avenue 2, Yerevan",OK,Yerevan,Nor Nork,2,Nor Nork Block 1,Yerevan,Gai avenue,,Armenia,40.2026731,44.56385929,Nominatim
"Gai avenue 16, Yerevan","Gai avenue 16, Yerevan",OK,Yerevan,Nor Nork,16,Nor Nork Block 2,Yerevan,Gai avenue,,Armenia,40.197111,44.56681084,Nominatim
"Gai avenue 14/3, Yerevan","Gai avenue 14/3, Yerevan",OK,Yerevan,Nor Nork,14/3,Nor Norq,Yerevan,Gai avenue,,Armenia,40.19779855,44.56724777,Nominatim
"Gai avenue 14, Yerevan","Gai avenue 14, Yerevan",OK,Yerevan,Nor Nork,14,Nor Norq,Yerevan,Gai avenue,,Armenia,40.19649235,44.56752506,Nominatim
"Gai avenue 10, Yerevan","Gai avenue 10, Yerevan",OK,Yerevan,Nor Nork,10/6,Nor Nork Block 1,Yerevan,Gai avenue,,Armenia,40.1996405,44.56562469,Nominatim
"Gai avenue 1, Yerevan","Gai avenue 1, Yerevan",OK,Yerevan,Nor Nork,7/1,Nor Nork Block 2,Yerevan,Gai avenue,,Armenia,40.20264825,44.56643782,Nominatim
"Gai ave, Yerevan","Gai ave, Yerevan",OK,Yerevan,Nor Nork,,Nor Nork Block 1,Yerevan,Gai avenue,,Armenia,40.19969822,44.56666229,Nominatim
"Gai ave 57/1, Yerevan","Gai ave 57/1, Yerevan",OK,Yerevan,Nor Nork,57/1,Nor Norq,Yerevan,Gai avenue,,Armenia,40.1859902,44.5647361,Nominatim
"Gai ave 1/1, Yerevan","Gai ave 1/1, Yerevan",OK,Yerevan,Nor Nork,1/1,Nor Nork Block 2,Yerevan,Gai avenue,,Armenia,40.2055943,44.56432291,Nominatim
"Gay Avenue, Yerevan","Gay Avenue, Yerevan",OK,Yerevan,Avan,,,Yerevan,Gai / Marshal Khudyakov,,Armenia,40.2086588,44.5618088,Nominatim
"Gagarin street, Yerevan","Gagarin street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Gagarin street,,Armenia,40.18340607,44.46710046,Nominatim
"Հ. Սարգսյան փողոց 4-րդ նրբանցք 28, Գյումրի","H. Sargsyan Street 4th Lane 28, Gyumri",OK,Shirak,Gyumri,28,,Gyumri,Furmanov Street 4th Lane,,Armenia,40.789711,43.846886,Yandex
"Furmanov street, Gyumri","Furmanov street, Gyumri",OK,Shirak,Gyumri,,,Gyumri,Furmanov street,,Armenia,40.79038551,43.83982877,Nominatim
"Furmanov street 2, Gyumri","Furmanov street 2, Gyumri",OK,Shirak,Gyumri,95/2,,Gyumri,Furmanov street,,Armenia,40.7906089,43.843312,Nominatim
"Ֆուրմանով փողոց 53, Գյումրի","53 Furmanov Street, Gyumri",OK,Shirak,Gyumri,53,,Gyumri,Furmanov Street,,Armenia,40.790434,43.840786,Yandex
"Fuchik 2-nd Lane, Yerevan","Fuchik 2-nd Lane, Yerevan",OK,Yerevan,,,,Yerevan,Fuchik Street 2nd Lane,,Armenia,40.20347,44.474979,Yandex
"Fuchik 1-st lane, Yerevan","Fuchik 1-st lane, Yerevan",OK,Yerevan,Ajapnyak,1,,Yerevan,Fuchik street 1st lane,,Armenia,40.20221021,44.47522649,Nominatim
"Ֆուչիկի 1-ին նրբանցք 17, Երևան","17 Fuchik 1st Alley, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Fuchik street 1st lane,,Armenia,40.20221021,44.47522649,Nominatim
"Ֆուչիկի 1-ին նրբանցք 11, Երևան","11 Fuchik 1st Alley, Yerevan",OK,Yerevan,Ajapnyak,11,,Yerevan,Fuchik Street 1st Lane,,Armenia,40.203091,44.476659,Yandex
"Ֆուչիկի փողոց, Երևան","Fuchiki Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Fuchik Street,,Armenia,40.205481,44.476892,Yandex
"Улица Фучика, Ереван","Fuchika Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Fuchik street,,Armenia,40.20860221,44.4766354,Nominatim
"Fuchik street, Yerevan","Fuchik street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Fuchik street,,Armenia,40.20860221,44.4766354,Nominatim
"Fuchik street 4, Yerevan","Fuchik street 4, Yerevan",OK,Yerevan,Ajapnyak,4,,Yerevan,Fuchik street,,Armenia,40.20116245,44.47786465,Nominatim
"Fuchik street 29, Yerevan","Fuchik street 29, Yerevan",OK,Yerevan,Ajapnyak,29,,Yerevan,Fuchik street,,Armenia,40.20852755,44.47600828,Nominatim
"Fuchik street 27/5, Yerevan","Fuchik street 27/5, Yerevan",OK,Yerevan,Ajapnyak,27/5,,Yerevan,Fuchik street,,Armenia,40.2109562,44.4755295,Nominatim
"Fuchik street 25/2, Yerevan","Fuchik street 25/2, Yerevan",OK,Yerevan,Ajapnyak,25/2,,Yerevan,Fuchik street,,Armenia,40.2077644,44.47653077,Nominatim
"Fuchik street 19, Yerevan","Fuchik street 19, Yerevan",OK,Yerevan,Ajapnyak,19,,Yerevan,Fuchik street,,Armenia,40.20605095,44.4762479,Nominatim
"Fuchik street 1/3, Yerevan","Fuchik street 1/3, Yerevan",OK,Yerevan,Ajapnyak,1/3,,Yerevan,Fuchik street,,Armenia,40.19986625,44.47707043,Nominatim
"Ֆուչիկի փողոց 92/6, Երևան","92/6 Fuchiki Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Fuchik street,,Armenia,40.20860221,44.4766354,Nominatim
"Ֆրունզեի փողոց, Երևան","Frunze Street, Yerevan",OK,Yerevan,Shengavit,,1st residential area,Yerevan,Frunze Street,,Armenia,40.147234,44.495487,Yandex
"Frunze street, Yerevan","Frunze street, Yerevan",OK,Yerevan,Shengavit,,1st residential area,Yerevan,Frunze street,,Armenia,40.14377221,44.49512712,Nominatim
"Frunze street 8/2, Yerevan","Frunze street 8/2, Yerevan",OK,Yerevan,Shengavit,8/2,Verin Shengavit,Yerevan,Frunze street,,Armenia,40.14886725,44.494675,Nominatim
"Frunze street 6/4, Yerevan","Frunze street 6/4, Yerevan",OK,Yerevan,Shengavit,6/4,Verin Shengavit,Yerevan,Frunze street,,Armenia,40.1496593,44.493388,Nominatim
"Frunze street 6/2, Yerevan","Frunze street 6/2, Yerevan",OK,Yerevan,Shengavit,6/2,Verin Shengavit,Yerevan,Frunze street,,Armenia,40.1494356,44.49405949,Nominatim
"Frunze street 6/1, Yerevan","Frunze street 6/1, Yerevan",OK,Yerevan,Shengavit,6/1,Verin Shengavit,Yerevan,Frunze street,,Armenia,40.14939975,44.49444212,Nominatim
"Frunze street 6, Yerevan","Frunze street 6, Yerevan",OK,Yerevan,Shengavit,6,Verin Shengavit,Yerevan,Frunze street,,Armenia,40.1492747,44.4951414,Nominatim
"Frunze street 12, Yerevan","Frunze street 12, Yerevan",OK,Yerevan,Shengavit,12,1st residential area,Yerevan,Frunze street,,Armenia,40.14758335,44.49474945,Nominatim
"Frunze street 10/1, Yerevan","Frunze street 10/1, Yerevan",OK,Yerevan,Shengavit,10/1,Verin Shengavit,Yerevan,Frunze street,,Armenia,40.1480185,44.49448125,Nominatim
"Frunze street 10, Yerevan","Frunze street 10, Yerevan",OK,Yerevan,Shengavit,10,Verin Shengavit,Yerevan,Frunze street,,Armenia,40.14819295,44.49505214,Nominatim
"Frik Street, Yerevan","Frik Street, Yerevan",OK,Yerevan,Kentron,,Kond,Yerevan,Frik Street,,Armenia,40.18593695,44.50505967,Nominatim
"Ֆրիկի փողոց, Երևան","Frik Street, Yerevan",OK,Yerevan,Kentron,,Kond,Yerevan,Frik Street,,Armenia,40.18593695,44.50505967,Nominatim
"Frik Street 4, Yerevan","Frik Street 4, Yerevan",OK,Yerevan,Kentron,4,Kond,Yerevan,Frik Street,,Armenia,40.1859809,44.50523661,Nominatim
"Frik Street 2/2, Yerevan","Frik Street 2/2, Yerevan",OK,Yerevan,Kentron,,Kond,Yerevan,Frik Street,,Armenia,40.18593695,44.50505967,Nominatim
"Улица Фрика 2, Ереван","Frik Street 2, Yerevan",OK,Yerevan,Kentron,2,Kond,Yerevan,Frik Street,,Armenia,40.18583445,44.50548316,Nominatim
"Frik Street 2, Yerevan","Frik Street 2, Yerevan",OK,Yerevan,Kentron,2,Kond,Yerevan,Frik Street,,Armenia,40.18583445,44.50548316,Nominatim
"Firdusi street, Yerevan","Firdusi street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Ferdowsi street,,Armenia,40.17498242,44.51627837,Nominatim
"Mikaelyan Street, Yerevan","Mikaelyan Street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,9,,Yerevan,Ezras Hasratian street,,Armenia,40.2143213,44.53561772,Nominatim
"Ezras Hasratian street, Yerevan","Ezras Hasratian street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,Ezras Hasratian street,,Armenia,40.21296007,44.53727104,Nominatim
"Estonakan street, Yerevan","Estonakan street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Estonakan street,,Armenia,40.19601701,44.47650155,Nominatim
"Estonakan street 9, Yerevan","Estonakan street 9, Yerevan",OK,Yerevan,Ajapnyak,9,,Yerevan,Estonakan street,,Armenia,40.1948826,44.47641165,Nominatim
"Estonakan street 5, Yerevan","Estonakan street 5, Yerevan",OK,Yerevan,Ajapnyak,5,,Yerevan,Estonakan street,,Armenia,40.1950101,44.47731948,Nominatim
"Estonakan street 12/1, Yerevan","Estonakan street 12/1, Yerevan",OK,Yerevan,Ajapnyak,12/1,,Yerevan,Estonakan street,,Armenia,40.19762455,44.47597342,Nominatim
"Estonakan street 10, Yerevan","Estonakan street 10, Yerevan",OK,Yerevan,Ajapnyak,10,,Yerevan,Estonakan street,,Armenia,40.1965604,44.47570857,Nominatim
"Երկաթգծի փողոց, Արգավանդ","Railway Street, Argavand",OK,Ararat,Masis,,,,Erkatgtsi Street,Village of Argavand,Armenia,40.155982,44.429973,Yandex
"Erkatgtsi 4th street, Yerevan","Erkatgtsi 4th street, Yerevan",OK,Ararat,,,,,Erkatgtsi 4th Street,Village of Argavand,Armenia,40.156712,44.431267,Yandex
"Արգավանդ Երկաթգծի 4րդ փող․, Երևան","Argavand Railway 4th St., Yerevan",OK,Ararat,,4,,,Erkatgtsi 2nd Street,Village of Argavand,Armenia,40.154665,44.431006,Yandex
"Երիտասարդության փողոց 1, Մերձավան","1 Eritasutyan Street, Merdzavan",OK,Armavir,Parakar municipality,1,,,Eritasardutyan Street,Merdzavan village,Armenia,40.183506,44.400553,Yandex
"Erebuni street, Yerevan","Erebuni street, Yerevan",OK,Yerevan,Erebuni,,Nor Aresh,Yerevan,Erebuni street,,Armenia,40.14144507,44.5292596,Nominatim
"Էրեբունու փողոց, Երևան","Erebuni Street, Yerevan",OK,Yerevan,Erebuni,,Nor Aresh,Yerevan,Erebuni Street,,Armenia,40.141947,44.522311,Yandex
"Էրեբունու փողոց 99/1, Երևան","Erebuni Street 99/1, Yerevan",OK,Yerevan,Erebuni,97,Nor Aresh,Yerevan,Erebuni Street,,Armenia,40.141726,44.530791,Yandex
"Erebuni street 9, Yerevan","Erebuni street 9, Yerevan",OK,Yerevan,Erebuni,9,Nor Aresh,Yerevan,Erebuni street,,Armenia,40.1425413,44.51612962,Nominatim
"Erebuni street 37, Yerevan","Erebuni street 37, Yerevan",OK,Yerevan,Erebuni,37,Nor Aresh,Yerevan,Erebuni street,,Armenia,40.14169435,44.53156455,Nominatim
"Erebuni street 29, Yerevan","Erebuni street 29, Yerevan",OK,Yerevan,Erebuni,29,Nor Aresh,Yerevan,Erebuni street,,Armenia,40.1418906,44.52777441,Nominatim
"Erebuni street 25, Yerevan","Erebuni street 25, Yerevan",OK,Yerevan,Erebuni,25,Nor Aresh,Yerevan,Erebuni street,,Armenia,40.14203975,44.52518545,Nominatim
"Erebuni street 24, Yerevan","Erebuni street 24, Yerevan",OK,Yerevan,Erebuni,24,Nor Aresh,Yerevan,Erebuni street,,Armenia,40.1414458,44.52510755,Nominatim
"Erebuni street 22a, Yerevan","Erebuni street 22a, Yerevan",OK,Yerevan,Erebuni,22,Nor Aresh,Yerevan,Erebuni street,,Armenia,40.14144507,44.5292596,Nominatim
"Erebuni street 22, Yerevan","Erebuni street 22, Yerevan",OK,Yerevan,Erebuni,22,Nor Aresh,Yerevan,Erebuni street,,Armenia,40.1415069,44.52389355,Nominatim
"Erebuni street 21, Yerevan","Erebuni street 21, Yerevan",OK,Yerevan,Erebuni,21,Nor Aresh,Yerevan,Erebuni street,,Armenia,40.1421541,44.52281608,Nominatim
"Erebuni street 20, Yerevan","Erebuni street 20, Yerevan",OK,Yerevan,Erebuni,20,Nor Aresh,Yerevan,Erebuni street,,Armenia,40.14158605,44.52263951,Nominatim
"Улица Эребуни 15/3, Ереван","Erebuni street 15/3, Yerevan",OK,Yerevan,Erebuni,15/3,Nor Aresh,Yerevan,Erebuni street,,Armenia,40.14340265,44.51947398,Nominatim
"Erebuni street 12, Yerevan","Erebuni street 12, Yerevan",OK,Yerevan,Erebuni,12,Nor Aresh,Yerevan,Erebuni street,,Armenia,40.141679,44.51791345,Nominatim
"Erebuni St, Yerevan","Erebuni St, Yerevan",OK,Yerevan,Erebuni,,Nor Aresh,Yerevan,Erebuni street,,Armenia,40.14144507,44.5292596,Nominatim
"Erebuni St 5, Yerevan","Erebuni St 5, Yerevan",OK,Yerevan,Erebuni,5,Nor Aresh,Yerevan,Erebuni street,,Armenia,40.1427137,44.5136912,Nominatim
"Erebuni St 23, Yerevan","Erebuni St 23, Yerevan",OK,Yerevan,Erebuni,23,Nor Aresh,Yerevan,Erebuni street,,Armenia,40.1421087,44.52391417,Nominatim
"Erebuni St , Yerevan","Erebuni St , Yerevan",OK,Yerevan,Erebuni,,Nor Aresh,Yerevan,Erebuni street,,Armenia,40.14144507,44.5292596,Nominatim
"Էրեբունու փողոց 15, Երևան","15 Erebuni Street, Yerevan",OK,Yerevan,Erebuni,15,Nor Aresh,Yerevan,Erebuni Street,,Armenia,40.142533,44.519041,Yandex
"Artak Episkopos Smbatyan Street 10, Gyumri","Artak Episkopos Smbatyan Street 10, Gyumri",OK,Shirak,Gyumri,10,,Gyumri,episkopos Artak Smbatyan  street,,Armenia,40.7862562,43.8417327,Nominatim
"Էներգետիկների փողոց, Սևան","Energetikneri Street, Sevan",OK,Gegharkunik,Sevan,,,Sevan,Energetikner Street,,Armenia,40.551047,44.965648,Yandex
"Byuzand Street, Yerevan","Byuzand Street, Yerevan",OK,Yerevan,Arabkir,,,Yerevan,Elen Byuzand street,,Armenia,40.20241187,44.51959733,Nominatim
"Բյուզանդի փողոց, Երևան","Byuzand Street, Yerevan",OK,Yerevan,Arabkir,,,Yerevan,Elen Byuzand street,,Armenia,40.20241187,44.51959733,Nominatim
"Byuzand Street, Երևան","Byuzand Street, Yerevan",OK,Yerevan,Arabkir,,,Yerevan,Elen Byuzand Street,,Armenia,40.202423,44.519526,Yandex
"Byuzand Street 97, Yerevan","Byuzand Street 97, Yerevan",OK,Yerevan,Arabkir,,,Yerevan,Elen Byuzand street,,Armenia,40.20241187,44.51959733,Nominatim
"Byuzand Street 91, Yerevan","Byuzand Street 91, Yerevan",OK,Yerevan,Arabkir,,,Yerevan,Elen Byuzand street,,Armenia,40.20241187,44.51959733,Nominatim
"Byuzand Street 7, Yerevan","Byuzand Street 7, Yerevan",OK,Yerevan,Arabkir,7,,Yerevan,Elen Byuzand street,,Armenia,40.2025985,44.51863061,Nominatim
"Byuzand Street 17, Երևան","Byuzand Street 17, Yerevan",OK,Yerevan,Arabkir,19,,Yerevan,Elen Byuzand Street,,Armenia,40.202547,44.519984,Yandex
"Byuzand Street 17, Yerevan","Byuzand Street 17, Yerevan",OK,Yerevan,Arabkir,19,,Yerevan,Elen Byuzand street,,Armenia,40.20241187,44.51959733,Nominatim
"Byuzand Street 13, Yerevan","Byuzand Street 13, Yerevan",OK,Yerevan,Arabkir,9,,Yerevan,Elen Byuzand street,,Armenia,40.20241187,44.51959733,Nominatim
"Byuzand Street 10, Երևան","Byuzand Street 10, Yerevan",OK,Yerevan,Arabkir,10,,Yerevan,Elen Byuzand Street,,Armenia,40.202327,44.518682,Yandex
"Byuzand Street 1, Yerevan","Byuzand Street 1, Yerevan",OK,Yerevan,Arabkir,1,,Yerevan,Elen Byuzand street,,Armenia,40.20260265,44.51782627,Nominatim
"Arabkir 53-rd street, Yerevan","Arabkir 53-rd street, Yerevan",OK,Yerevan,Arabkir,,,Yerevan,Elen Byuzand street,,Armenia,40.20241187,44.51959733,Nominatim
"Բյուզանդի փողոց 53, Երևան","53 Byuzand Street, Yerevan",OK,Yerevan,Arabkir,,,Yerevan,Elen Byuzand Street,,Armenia,40.202423,44.519526,Yandex
"Բյուզանդի փողոց 107, Երևան","107 Byuzand Street, Yerevan",OK,Yerevan,Arabkir,,,Yerevan,Elen Byuzand street,,Armenia,40.20241187,44.51959733,Nominatim
"Բյուզանդի փողոց 101, Երևան","101 Byuzand Street, Yerevan",OK,Yerevan,Arabkir,,,Yerevan,Elen Byuzand Street,,Armenia,40.202423,44.519526,Yandex
"Eghishe Tadevosyan Street, Yerevan","Eghishe Tadevosyan Street, Yerevan",OK,Yerevan,Shengavit,,3th residential area,Yerevan,Eghishe Tadevosyan Street,,Armenia,40.14690013,44.49135561,Nominatim
"Eghishe Tadevosyan Street, Երևան","Eghishe Tadevosyan Street, Yerevan",OK,Yerevan,Shengavit,,3th residential area,Yerevan,Eghishe Tadevosyan Street,,Armenia,40.14690013,44.49135561,Nominatim
"Eghishe Tadevosyan Street 6, Yerevan","Eghishe Tadevosyan Street 6, Yerevan",OK,Yerevan,Shengavit,6,3th residential area,Yerevan,Eghishe Tadevosyan Street,,Armenia,40.1470756,44.49072767,Nominatim
"Eghishe Tadevosyan Street 3, Yerevan","Eghishe Tadevosyan Street 3, Yerevan",OK,Yerevan,Shengavit,3,3th residential area,Yerevan,Eghishe Tadevosyan Street,,Armenia,40.1469335,44.491762,Nominatim
"Eghishe Tadevosyan Street 20, Yerevan","Eghishe Tadevosyan Street 20, Yerevan",OK,Yerevan,Shengavit,12/20,Nerqin Shengavit,Yerevan,Eghishe Tadevosyan Street,,Armenia,40.1447113,44.4872697,Nominatim
"Eghishe Tadevosyan Street 2, Yerevan","Eghishe Tadevosyan Street 2, Yerevan",OK,Yerevan,Shengavit,2,3th residential area,Yerevan,Eghishe Tadevosyan Street,,Armenia,40.14768255,44.49153398,Nominatim
"Eghishe Tadevosyan Street 12/6, Yerevan","Eghishe Tadevosyan Street 12/6, Yerevan",OK,Yerevan,Shengavit,12/6,Nerqin Shengavit,Yerevan,Eghishe Tadevosyan Street,,Armenia,40.1452285,44.48694389,Nominatim
"Dzorapi street, Yerevan","Dzorapi street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Dzorapi Street,,Armenia,40.18315582,44.49692285,Nominatim
"Dzorapi street 40/13, Yerevan","Dzorapi street 40/13, Yerevan",OK,Yerevan,Kentron,40/13,,Yerevan,Dzorapi Street,,Armenia,40.18118075,44.49783421,Nominatim
"Dzorapi street 40, Yerevan","Dzorapi street 40, Yerevan",OK,Yerevan,Kentron,40,,Yerevan,Dzorapi Street,,Armenia,40.18249745,44.49697528,Nominatim
"Ձորափի փողոց, Երևան","Dzorap Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Dzorapi Street,,Armenia,40.18315582,44.49692285,Nominatim
"Улица Дзорапи 40, Yerevan","40 Dzorapy Street, Yerevan",OK,Yerevan,Kentron,40,,Yerevan,Dzorapi Street,,Armenia,40.177642,44.512519,Yandex
"Ձորափի փողոց, Yerevan","Dzorap Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Dzorap Street,,Armenia,40.183492,44.497311,Yandex
"Ձորափի փողոց 45, Yerevan","45 Dzorap Street, Yerevan",OK,Yerevan,Kentron,35,,Yerevan,Dzorap Street,,Armenia,40.18671,44.501488,Yandex
"Ձորափի փողոց 40/13, Երևան","40/13 Dzorap Street, Yerevan",OK,Yerevan,Kentron,40/13,,Yerevan,Dzorap Street,,Armenia,40.181184,44.497859,Yandex
"Dzorap Street, Yerevan","Dzorap Street, Yerevan",OK,Yerevan,,,,Yerevan,Dzorap Street,,Armenia,40.183492,44.497311,Yandex
"Ձորագյուղ փողոց, Երևան","Dzoragyugh Street, Yerevan",OK,Yerevan,Yerevan,,,Yerevan,Dzoragyugh Street,,Armenia,40.179213,44.500051,Yandex
"Dzoragyugh street, Yerevan","Dzoragyugh street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Dzoragyugh street,,Armenia,40.17915192,44.50005563,Nominatim
"Ձորագյուղ փողոց 23, Երևան","23 Dzoragyugh Street, Yerevan",OK,Yerevan,,21/1,,Yerevan,Dzoragyugh Street,,Armenia,40.178566,44.499674,Yandex
"Nork 5-th street, Yerevan","Nork 5-th street, Yerevan",OK,Yerevan,Nork-Marash,,,Yerevan,Duryan Street,,Armenia,40.184904,44.544392,Yandex
"Duryan street 18, Yerevan","Duryan street 18, Yerevan",OK,Yerevan,Malatia-Sebastia,18,,Yerevan,Duryan street,,Armenia,40.1710713,44.46409798,Nominatim
"Duryan street, Yerevan","Duryan street, Yerevan",OK,Yerevan,Avan,,Petros Duryan district,Yerevan,Duryan street,,Armenia,40.21266902,44.58103076,Nominatim
"Duryan street 38, Yerevan","Duryan street 38, Yerevan",OK,Yerevan,Avan,38,Petros Duryan district,Yerevan,Duryan street,,Armenia,40.2123194,44.58212485,Nominatim
"Duryan street 19/6, Yerevan","Duryan street 19/6, Yerevan",OK,Yerevan,Avan,17,Petros Duryan district,Yerevan,Duryan street,,Armenia,40.21266902,44.58103076,Nominatim
"Դուրյան թաղամաս, Երևան","Duryan district, Yerevan",OK,Yerevan,Avan,,Duryan District,Yerevan,Duryan street,,Armenia,40.212947,44.581384,Yandex
"Դուրյան թաղամաս 3a, Երևան","Duryan District 3a, Yerevan",OK,Yerevan,Avan,4,Duryan District,Yerevan,Duryan street,,Armenia,40.213195,44.580172,Yandex
"Դուրյան թաղամաս 1, Երևան","Duryan District 1, Yerevan",OK,Yerevan,Avan,35/1,Petros Duryan district,Yerevan,Duryan street,,Armenia,40.2138909,44.58215023,Nominatim
"1-й переулок улицы Фучика, Ереван","1st lane of Fuchika street, Yerevan",OK,Yerevan,,,,Yerevan,Dro Street 1st Lane,,Armenia,40.202209,44.54167,Yandex
"1-й переулок улицы Фучика 5, Ереван","1st lane of Fuchika Street 5, Yerevan",OK,Yerevan,,5,,Yerevan,Dro Street 1st Lane,,Armenia,40.202037,44.542433,Yandex
"Դրոյի փողոց, Երևան","Dro Street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,Dro street,,Armenia,40.20504365,44.54395382,Nominatim
"Улица Дро, Ереван","Dro street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,Dro Street,,Armenia,40.204214,44.543008,Yandex
"Dro street, Երևան","Dro street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,Dro Street,,Armenia,40.20233317,44.54069699,Nominatim
"Dro street, Yerevan","Dro street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,Dro Street,,Armenia,40.20233317,44.54069699,Nominatim
"Dro street 9, Yerevan","Dro street 9, Yerevan",OK,Yerevan,Qanaqer-Zeytun,9,,Yerevan,Dro Street,,Armenia,40.20083045,44.5380764,Nominatim
