Address,Translated,Status,Province,Administrative District,Building,Neighbourhood,Town,Street,Village,Country,Latitude,Longitude,api,Block,Lane,Street Number,Index
"shiraz, yerevan","Shiraz, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Hovhannes Shiraz Street,,Armenia,40.20270477,44.46169555,Nominatim,,,,"['A23304', 'A29204']"
"hovhannes shiraz street, yerevan","Hovhannes Shiraz Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Hovhannes Shiraz Street,,Armenia,40.20270477,44.46169555,Nominatim,,,,"['A110', 'A558', 'A1026', 'A1401', 'A1733', 'A2370', 'A2657', 'A3702', 'A6083', 'A8648', 'A11673', 'A16599', 'A23043', 'A23044', 'A24252', 'A25294', 'A26252', 'A27275', 'A28301', 'A28563', 'A30856', 'A31313']"
"улица ованнеса шираза, ереван","Hovhannes Shiraz Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Hovhannes Shiraz Street,,Armenia,40.20270477,44.46169555,Nominatim,,,,"['A3104', 'A23075']"
"hovhannes shiraz street 44, yerevan","Hovhannes Shiraz Street 44, Yerevan",OK,Yerevan,Ajapnyak,44,,Yerevan,Hovhannes Shiraz Street,,Armenia,40.20751305,44.46386208,Nominatim,,,,['A24174']
"hovhannes shiraz street 36, yerevan","Hovhannes Shiraz Street 36, Yerevan",OK,Yerevan,Ajapnyak,36,,Yerevan,Hovhannes Shiraz Street,,Armenia,40.2063745,44.4626645,Nominatim,,,,['A3169']
"hovhannes shiraz street 32, yerevan","Hovhannes Shiraz Street 32, Yerevan",OK,Yerevan,Ajapnyak,32,,Yerevan,Hovhannes Shiraz Street,,Armenia,40.20584,44.46213895,Nominatim,,,,['A26210']
"հասմիկի փողոց 25, երևան","25 Hasmiki Street, Yerevan",OK,Yerevan,Ajapnyak,25,Anastasavan,Yerevan,Hasmik Street,,Armenia,40.193544,44.464334,Yandex,,,,['A19534']
"улица алабяна, ереван","Halabyan Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Halabyan Street,,Armenia,40.199964,44.479632,Yandex,,,,['A1789']
"halabyan street, yerevan","Halabyan Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Halabyan Street,,Armenia,40.1973402,44.47935506,Nominatim,,,,"['A144', 'A246', 'A265', 'A402', 'A405', 'A778', 'A875', 'A1002', 'A1770', 'A1881', 'A1936', 'A2027', 'A2374', 'A2500', 'A2665', 'A2746', 'A2754', 'A3576', 'A3682', 'A3827', 'A4177', 'A4586', 'A5166', 'A5396', 'A5890', 'A6061', 'A6365', 'A6692', 'A6748', 'A7003', 'A7222', 'A7235', 'A8346', 'A8908', 'A9254', 'A9432', 'A9434', 'A10137', 'A10298', 'A12848', 'A13357', 'A13877', 'A14154', 'A14391', 'A14406', 'A14475', 'A14595', 'A14597', 'A14926', 'A15111', 'A15475', 'A15548', 'A15678', 'A15730', 'A15742', 'A15884', 'A16391', 'A16544', 'A17483', 'A17606', 'A17852', 'A18314', 'A18321', 'A18326', 'A18434', 'A18972', 'A19253', 'A19310', 'A20025', 'A20027', 'A20242', 'A20347', 'A20537', 'A20878', 'A20966', 'A21019', 'A21097', 'A21218', 'A21241', 'A21279', 'A21626', 'A22198', 'A22257', 'A22343', 'A23011', 'A23063', 'A23100', 'A23317', 'A23318', 'A23338', 'A23455', 'A23908', 'A23920', 'A24448', 'A24673', 'A24677', 'A24816', 'A24818', 'A24821', 'A24822', 'A25332', 'A25600', 'A25755', 'A25876', 'A26157', 'A26570', 'A26571', 'A27060', 'A27135', 'A27137', 'A27145', 'A27521', 'A27578', 'A27608', 'A27617', 'A28009', 'A28558', 'A28565', 'A28931', 'A28991', 'A29181', 'A29350', 'A30457', 'A30493', 'A30860', 'A30875', 'A31097', 'A31101', 'A31103', 'A31162', 'A31366', 'A31662', 'A31865', 'A32044', 'A32087', 'A32088', 'A32089', 'A32271', 'A32578', 'B2077', 'B2123', 'B2171', 'B3703', 'B4206', 'B4211', 'B4333', 'B7297']"
"հալաբյան փողոց, երևան","Halabyan Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Halabyan Street,,Armenia,40.1973402,44.47935506,Nominatim,,,,"['A4575', 'A20642', 'A24730', 'A26477', 'A28570', 'A28573']"
"հալաբյան փողոց 9/7, երևան","Halabyan Street 9/7, Yerevan",OK,Yerevan,Ajapnyak,9/7,,Yerevan,Halabyan Street,,Armenia,40.192228,44.478267,Yandex,,,,['A18223']
"halabyan street 9/1, yerevan","Halabyan Street 9/1, Yerevan",OK,Yerevan,Ajapnyak,9/1,,Yerevan,Halabyan Street,,Armenia,40.19145375,44.47701861,Nominatim,,,,"['A24021', 'A27269', 'B7305']"
"halabyan street 9, yerevan","Halabyan Street 9, Yerevan",OK,Yerevan,Ajapnyak,9/4,,Yerevan,Halabyan Street,,Armenia,40.19179455,44.4784012,Nominatim,,,,['B7303']
"halabyan street 57, yerevan","Halabyan Street 57, Yerevan",OK,Yerevan,Ajapnyak,57,,Yerevan,Halabyan Street,,Armenia,40.2030392,44.47954646,Nominatim,,,,['A24074']
"halabyan street 53, yerevan","Halabyan Street 53, Yerevan",OK,Yerevan,Ajapnyak,53,,Yerevan,Halabyan Street,,Armenia,40.20234675,44.47944913,Nominatim,,,,['A22252']
"улица алабяна 51, ереван","Halabyan Street 51, Yerevan",OK,Yerevan,Ajapnyak,51,,Yerevan,Halabyan Street,,Armenia,40.20176025,44.47938831,Nominatim,,,,['B7306']
"улица алабяна 50, ереван","Halabyan Street 50, Yerevan",OK,Yerevan,Ajapnyak,50/3,,Yerevan,Halabyan Street,,Armenia,40.21022,44.489289,Yandex,,,,['A21143']
"halabyan street 5, yerevan","Halabyan Street 5, Yerevan",OK,Yerevan,Ajapnyak,5,,Yerevan,Halabyan Street,,Armenia,40.19091665,44.47842846,Nominatim,,,,"['A4274', 'A10885', 'A12829']"
"halabyan street 43, yerevan","Halabyan Street 43, Yerevan",OK,Yerevan,Ajapnyak,43,,Yerevan,Halabyan Street,,Armenia,40.2010479,44.47936095,Nominatim,,,,"['A9260', 'B6611']"
"halabyan street 35, yerevan","Halabyan Street 35, Yerevan",OK,Yerevan,Ajapnyak,35,,Yerevan,Halabyan Street,,Armenia,40.1978397,44.47849776,Nominatim,,,,"['A16923', 'A21944', 'A26198']"
"halabyan street 34, yerevan","Halabyan Street 34, Yerevan",OK,Yerevan,Ajapnyak,34,,Yerevan,Halabyan Street,,Armenia,40.20288515,44.48041769,Nominatim,,,,['A31634']
"halabyan street 31/5, yerevan","Halabyan Street 31/5, Yerevan",OK,Yerevan,Ajapnyak,31/5,,Yerevan,Halabyan Street,,Armenia,40.19720075,44.47758082,Nominatim,,,,['A24047']
"halabyan street 31, yerevan","Halabyan Street 31, Yerevan",OK,Yerevan,Ajapnyak,31,,Yerevan,Halabyan Street,,Armenia,40.1969803,44.47837254,Nominatim,,,,"['A18277', 'A24347', 'A27992']"
"halabyan street 30, yerevan","Halabyan Street 30, Yerevan",OK,Yerevan,Ajapnyak,30,,Yerevan,Halabyan Street,,Armenia,40.20322605,44.48092653,Nominatim,,,,['A27140']
"halabyan street 3, yerevan","Halabyan Street 3, Yerevan",OK,Yerevan,Ajapnyak,3,,Yerevan,Halabyan Street,,Armenia,40.1906003,44.47905173,Nominatim,,,,['B3589']
"halabyan street 27, yerevan","Halabyan Street 27, Yerevan",OK,Yerevan,Ajapnyak,27,,Yerevan,Halabyan Street,,Armenia,40.1961145,44.47826745,Nominatim,,,,"['A23873', 'A25542', 'A27937']"
"halabyan street 25, yerevan","Halabyan Street 25, Yerevan",OK,Yerevan,Ajapnyak,25,,Yerevan,Halabyan Street,,Armenia,40.1955952,44.47816951,Nominatim,,,,"['A21696', 'A22988']"
"halabyan street 23, yerevan","Halabyan Street 23, Yerevan",OK,Yerevan,Ajapnyak,23,,Yerevan,Halabyan Street,,Armenia,40.19505785,44.47858742,Nominatim,,,,"['A2451', 'A6578']"
"halabyan street 19, yerevan","Halabyan Street 19, Yerevan",OK,Yerevan,Ajapnyak,19,,Yerevan,Halabyan Street,,Armenia,40.19425975,44.47844768,Nominatim,,,,['A9257']
"halabyan street 17, yerevan","Halabyan Street 17, Yerevan",OK,Yerevan,Ajapnyak,17,,Yerevan,Halabyan Street,,Armenia,40.1938898,44.4779881,Nominatim,,,,['A27134']
"halabyan street 13, yerevan","Halabyan Street 13, Yerevan",OK,Yerevan,Ajapnyak,13,,Yerevan,Halabyan Street,,Armenia,40.1930399,44.4778695,Nominatim,,,,['A27139']
"halabyan street 11, yerevan","Halabyan Street 11, Yerevan",OK,Yerevan,Ajapnyak,11,,Yerevan,Halabyan Street,,Armenia,40.19248295,44.47780806,Nominatim,,,,"['A28632', 'B5247']"
"halabyan street 1, yerevan","Halabyan Street 1, Yerevan",OK,Yerevan,Ajapnyak,55/1,,Yerevan,Halabyan Street,,Armenia,40.202354,44.4781738,Nominatim,,,,['A21582']
"հալաբյան փողոց 8, երևան","8 Halabyan Street, Yerevan",OK,Yerevan,Ajapnyak,6,,Yerevan,Halabyan Street,,Armenia,40.1926,44.479417,Yandex,,,,['A29541']
"hakobiants street, yerevan","Hakobiants Street, Yerevan",OK,Yerevan,Ajapnyak,,Anastasavan,Yerevan,Hakobiants Street,,Armenia,40.1963117,44.46668762,Nominatim,,,,"['A1480', 'A28980']"
"grigor hasratyan street lane, yerevan","Grigor Hasratyan Street Lane, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Grigor Hasratyan Street Lane,,Armenia,40.19285591,44.46334846,Nominatim,,,,['A29043']
"grigor hasratyan street, yerevan","Grigor Hasratyan Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Grigor Hasratyan Street,,Armenia,40.19814586,44.46243026,Nominatim,,,,"['A5559', 'A7224', 'A8708', 'A9070', 'A9804', 'A11266', 'A12237', 'A14818', 'A16761', 'A18541', 'A22499', 'A25654', 'A28567', 'A29544']"
"գրիգոր հասրաթյան փողոց 25/4, երևան","Grigor Hasratyan Street 25/4, Yerevan",OK,Yerevan,Ajapnyak,25/4,,Yerevan,Grigor Hasratyan Street,,Armenia,40.195101,44.459842,Yandex,,,,['A20576']
"gevorg chaush street, yerevan","Gevorg Chaush Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Gevorg Chaush Street,,Armenia,40.21143716,44.46298733,Nominatim,,,,"['A4621', 'A24436', 'A28154', 'B8113']"
"gevorg chaush street 14/3, yerevan","Gevorg Chaush Street 14/3, Yerevan",OK,Yerevan,Ajapnyak,14/3,,Yerevan,Gevorg Chaush Street,,Armenia,40.21197315,44.46468981,Nominatim,,,,['A1295']
"fuchik 2-nd lane, yerevan","Fuchik 2nd Lane, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Fuchik Street,,Armenia,40.20347,44.474979,Yandex,,2nd Lane,,"['A9810', 'A27443']"
"fuchik 1-st lane, yerevan","Fuchik 1st Lane, Yerevan",OK,Yerevan,Ajapnyak,1,,Yerevan,Fuchik Street,,Armenia,40.20221021,44.47522649,Nominatim,,1st Lane,,"['A22686', 'A29036']"
"ֆուչիկի 1-ին նրբանցք 17, երևան","17 Fuchik 1st Alley, Yerevan",OK,Yerevan,Ajapnyak,17,,Yerevan,Fuchik Street,,Armenia,40.20221021,44.47522649,Nominatim,,1st Lane,,['A26025']
"ֆուչիկի 1-ին նրբանցք 11, երևան","11 Fuchik 1st Alley, Yerevan",OK,Yerevan,Ajapnyak,11,,Yerevan,Fuchik Street,,Armenia,40.203091,44.476659,Yandex,,1st Lane,,['A2589']
"ֆուչիկի փողոց, երևան","Fuchiki Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Fuchik Street,,Armenia,40.205481,44.476892,Yandex,,,,"['A416', 'A21965', 'A27451']"
"улица фучика, ереван","Fuchika Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Fuchik Street,,Armenia,40.20860221,44.4766354,Nominatim,,,,['A30786']
"fuchik street, yerevan","Fuchik Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Fuchik Street,,Armenia,40.20860221,44.4766354,Nominatim,,,,"['A31', 'A441', 'A1282', 'A1470', 'A1527', 'A1556', 'A2044', 'A2356', 'A3397', 'A3833', 'A3835', 'A4564', 'A5463', 'A6232', 'A6550', 'A6555', 'A6681', 'A6682', 'A7221', 'A7271', 'A8625', 'A8664', 'A9523', 'A10152', 'A10157', 'A11168', 'A13197', 'A14390', 'A14404', 'A14407', 'A14661', 'A15537', 'A15727', 'A16070', 'A16403', 'A16450', 'A17001', 'A17361', 'A18044', 'A18051', 'A18194', 'A18753', 'A19278', 'A19487', 'A19623', 'A19630', 'A20877', 'A21226', 'A21230', 'A21266', 'A21385', 'A21629', 'A22407', 'A22618', 'A22774', 'A23342', 'A23345', 'A23719', 'A24820', 'A25634', 'A25875', 'A25911', 'A26561', 'A27038', 'A27138', 'A27591', 'A28022', 'A28156', 'A28468', 'A30227', 'A30229', 'A31104', 'A31578', 'A31658', 'A32086', 'B2544', 'B3504', 'B4202', 'B4217', 'B5262', 'B5965', 'B7299', 'B7301', 'B7453', 'B7582']"
"fuchik street 4, yerevan","Fuchik Street 4, Yerevan",OK,Yerevan,Ajapnyak,4,,Yerevan,Fuchik Street,,Armenia,40.20116245,44.47786465,Nominatim,,,,['A4603']
"fuchik street 29, yerevan","Fuchik Street 29, Yerevan",OK,Yerevan,Ajapnyak,29,,Yerevan,Fuchik Street,,Armenia,40.20852755,44.47600828,Nominatim,,,,"['A14389', 'A26535', 'A29977', 'B4163', 'B4226']"
"fuchik street 27/5, yerevan","Fuchik Street 27/5, Yerevan",OK,Yerevan,Ajapnyak,27/5,,Yerevan,Fuchik Street,,Armenia,40.2109562,44.4755295,Nominatim,,,,['A14346']
"fuchik street 25/2, yerevan","Fuchik Street 25/2, Yerevan",OK,Yerevan,Ajapnyak,25/2,,Yerevan,Fuchik Street,,Armenia,40.2077644,44.47653077,Nominatim,,,,['A24017']
"fuchik street 19, yerevan","Fuchik Street 19, Yerevan",OK,Yerevan,Ajapnyak,19,,Yerevan,Fuchik Street,,Armenia,40.20605095,44.4762479,Nominatim,,,,"['A11297', 'A24888', 'A26401', 'A30721']"
"fuchik street 1/3, yerevan","Fuchik Street 1/3, Yerevan",OK,Yerevan,Ajapnyak,1/3,,Yerevan,Fuchik Street,,Armenia,40.19986625,44.47707043,Nominatim,,,,"['A12857', 'A15485']"
"ֆուչիկի փողոց 92/6, երևան","92/6 Fuchiki Street, Yerevan",OK,Yerevan,Ajapnyak,92/6,,Yerevan,Fuchik Street,,Armenia,40.20860221,44.4766354,Nominatim,,,,['A28546']
"estonakan street, yerevan","Estonakan Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Estonakan Street,,Armenia,40.19601701,44.47650155,Nominatim,,,,"['A766', 'A6936', 'A8847', 'A11811', 'A21262', 'A27148', 'A27789', 'A27824', 'A30858', 'A30967', 'A31912', 'B3536', 'B3585', 'B5302', 'B5977', 'B7820']"
"estonakan street 9, yerevan","Estonakan Street 9, Yerevan",OK,Yerevan,Ajapnyak,9,,Yerevan,Estonakan Street,,Armenia,40.1948826,44.47641165,Nominatim,,,,"['A20068', 'A23666', 'A24559']"
"estonakan street 5, yerevan","Estonakan Street 5, Yerevan",OK,Yerevan,Ajapnyak,5,,Yerevan,Estonakan Street,,Armenia,40.1950101,44.47731948,Nominatim,,,,"['A5904', 'A19218', 'A21589', 'A28633', 'A31402']"
"estonakan street 12/1, yerevan","Estonakan Street 12/1, Yerevan",OK,Yerevan,Ajapnyak,12/1,,Yerevan,Estonakan Street,,Armenia,40.19762455,44.47597342,Nominatim,,,,['A29122']
"estonakan street 10, yerevan","Estonakan Street 10, Yerevan",OK,Yerevan,Ajapnyak,10,,Yerevan,Estonakan Street,,Armenia,40.1965604,44.47570857,Nominatim,,,,['A7242']
"beknazaryan street, yerevan","Beknazaryan Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Beknazaryan Street,,Armenia,40.21080051,44.47222256,Nominatim,,,,"['A29884', 'B3549']"
"улица башинджагяна 33/2, yerevan","Bashinjagyan Street 33/2, Yerevan",OK,Yerevan,Ajapnyak,33/2,Anastasavan,Yerevan,Bashinjaghyan Street,,Armenia,40.20187267,44.46882436,Nominatim,,,,['A29504']
"բաշինջաղյան փողոց, yerevan","Bashinjaghyan Street, Yerevan",OK,Yerevan,Ajapnyak,,Anastasavan,Yerevan,Bashinjaghyan Street,,Armenia,40.201169,44.468664,Yandex,,,,['A1083']
"բաշինջաղյան փողոց, երևան","Bashinjaghyan Street, Yerevan",OK,Yerevan,Ajapnyak,,Anastasavan,Yerevan,Bashinjaghyan Street,,Armenia,40.201169,44.468664,Yandex,,,,"['A23787', 'A24400', 'A25241', 'A25958', 'A26869', 'A30010']"
"բաշինջաղյան փողոց 99, երևան","Bashinjaghyan Street 99, Yerevan",OK,Yerevan,Ajapnyak,99,Anastasavan,Yerevan,Bashinjaghyan Street,,Armenia,40.1973323,44.46775852,Nominatim,,,,['A24016']
"bashinjaghyan deadlock, yerevan","Bashinjaghyan Deadlock, Yerevan",OK,Yerevan,Ajapnyak,,15th District,Yerevan,Bashinjaghyan Street,,Armenia,40.20310759,44.4671409,Nominatim,,Deadlock,,"['A5379', 'A10238', 'A23731', 'B3634']"
"բաշինջաղյան փակուղի, երևան","Bashinjaghyan Dead End, Yerevan",OK,Yerevan,Ajapnyak,,15th District,Yerevan,Bashinjaghyan Street,,Armenia,40.202788,44.470766,Yandex,,Blind Alley,,['A31279']
"bashinjaghyan street 1-st lane, yerevan","Bashinjaghyan Street 1st Lane, Yerevan",OK,Yerevan,Ajapnyak,,15th District,Yerevan,Bashinjaghyan Street,,Armenia,40.20352258,44.46550194,Nominatim,,1st Lane,,"['A16387', 'A19644', 'A24058', 'A27920']"
"bashinjaghyan street 1-st lane 8, yerevan","Bashinjaghyan Street 1st Lane 8, Yerevan",OK,Yerevan,Ajapnyak,8,15th District,Yerevan,Bashinjaghyan Street,,Armenia,40.20185525,44.46613722,Nominatim,,1st Lane,,['A25100']
"bashinjaghyan street, yerevan","Bashinjaghyan Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Bashinjaghyan Street,,Armenia,40.20854516,44.46836969,Nominatim,,,,"['A508', 'A545', 'A8726', 'A8865', 'A9710', 'A10136', 'A10221', 'A11627', 'A12115', 'A14534', 'A19697', 'A19789', 'A21627', 'A21678', 'A22952', 'A24827', 'A25914', 'A26208', 'A28293', 'A28559', 'A28783', 'A28892', 'A30391', 'A30857', 'A32083', 'B2728', 'B2749', 'B2753', 'B4201']"
"bashinjaghyan street 1a, yerevan","Bashinjaghyan Street 1a, Yerevan",OK,Yerevan,Ajapnyak,1/6,,Yerevan,Bashinjaghyan Street,,Armenia,40.20854516,44.46836969,Nominatim,,,,['A32232']
"բաշինջաղյան փողոց 192, yerevan","Bashinjaghyan Street 192, Yerevan",OK,Yerevan,Ajapnyak,192,,Yerevan,Bashinjaghyan Street,,Armenia,40.20880715,44.46894102,Nominatim,,,,['A465']
"bashinjaghyan street 189, yerevan","Bashinjaghyan Street 189, Yerevan",OK,Yerevan,Ajapnyak,189,,Yerevan,Bashinjaghyan Street,,Armenia,40.2081661,44.4676506,Nominatim,,,,['A29612']
"bashinjaghyan street 188/3, yerevan","Bashinjaghyan Street 188/3, Yerevan",OK,Yerevan,Ajapnyak,188/3,,Yerevan,Bashinjaghyan Street,,Armenia,40.2083488,44.46898375,Nominatim,,,,"['A1661', 'A23300']"
"bashinjaghyan street 188, yerevan","Bashinjaghyan Street 188, Yerevan",OK,Yerevan,Ajapnyak,188,,Yerevan,Bashinjaghyan Street,,Armenia,40.20820355,44.46861978,Nominatim,,,,['A32296']
"bashinjaghyan street 174, yerevan","Bashinjaghyan Street 174, Yerevan",OK,Yerevan,Ajapnyak,174,,Yerevan,Bashinjaghyan Street,,Armenia,40.20541185,44.46955823,Nominatim,,,,['A1510']
"բաշինջաղյան փողոց 1-ին նրբանցք, երևան","Bashinjaghyan Street, 1st Lane, Yerevan",OK,Yerevan,Ajapnyak,,15th District,Yerevan,Bagratunyats Street,,Armenia,40.153459,44.475904,Yandex,,1st Lane,,['A28548']
"արզումանյան փողոց, երևան","Arzumanyan Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Arzumanyan Street,,Armenia,40.193137,44.473497,Yandex,,,,"['A2778', 'A4874']"
"արզումանյան փողոց 66, երևան","66 Arzumanyan Street, Yerevan",OK,Yerevan,Ajapnyak,66,,Yerevan,Arzumanyan Street,,Armenia,40.193137,44.473497,Yandex,,,,['A20275']
"yerznkyan street, yerevan","Yerznkyan Street, Yerevan",OK,Yerevan,Ajapnyak,8,,Yerevan,Arzoumanian Street,,Armenia,40.19317555,44.47618178,Nominatim,,,,['A2076']
"arzumanyan street, yerevan","Arzumanyan Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Arzoumanian Street,,Armenia,40.19329206,44.47182241,Nominatim,,,,"['A3162', 'A3243', 'A5196', 'A6008', 'A6687', 'A19294', 'A19412', 'A21444', 'A30344']"
"arzumanyan street 8a, yerevan","Arzumanyan Street 8a, Yerevan",OK,Yerevan,Ajapnyak,8Ա,,Yerevan,Arzoumanian Street,,Armenia,40.19406715,44.4765736,Nominatim,,,,"['A12265', 'A15828', 'A18999', 'B3331']"
"arzumanyan street 8/1, yerevan","Arzumanyan Street 8/1, Yerevan",OK,Yerevan,Ajapnyak,8/1,,Yerevan,Arzoumanian Street,,Armenia,40.19409665,44.47603032,Nominatim,,,,"['A2107', 'A23076']"
"arzumanyan street 4, yerevan","Arzumanyan Street 4, Yerevan",OK,Yerevan,Ajapnyak,4,,Yerevan,Arzoumanian Street,,Armenia,40.19329125,44.47710635,Nominatim,,,,['A11549']
"arzumanyan street 19, yerevan","Arzumanyan Street 19, Yerevan",OK,Yerevan,Ajapnyak,19,,Yerevan,Arzoumanian Street,,Armenia,40.19324305,44.46937775,Nominatim,,,,['A24917']
"arzumanyan street 16/6, yerevan","Arzumanyan Street 16/6, Yerevan",OK,Yerevan,Ajapnyak,16/6,,Yerevan,Arzoumanian Street,,Armenia,40.19329206,44.47182241,Nominatim,,,,['B3571']
"arzumanyan street 13, yerevan","Arzumanyan Street 13, Yerevan",OK,Yerevan,Ajapnyak,13,,Yerevan,Arzoumanian Street,,Armenia,40.1928557,44.47176478,Nominatim,,,,"['A21400', 'A21436']"
"arzumanyan street 10/1, yerevan","Arzumanyan Street 10/1, Yerevan",OK,Yerevan,Ajapnyak,10/1,,Yerevan,Arzoumanian Street,,Armenia,40.19329206,44.47182241,Nominatim,,,,['A10487']
"arzoumanian street, yerevan","Arzoumanian Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Arzoumanian Street,,Armenia,40.19329206,44.47182241,Nominatim,,,,"['A447', 'A830', 'A1659', 'A3549', 'A3837', 'A3839', 'A4819', 'A5167', 'A5290', 'A6366', 'A6404', 'A10040', 'A10217', 'A11884', 'A13371', 'A14662', 'A15049', 'A15835', 'A15918', 'A16769', 'A17021', 'A17022', 'A17304', 'A17444', 'A17498', 'A18721', 'A19628', 'A20104', 'A20105', 'A21037', 'A21172', 'A21781', 'A22105', 'A23335', 'A23771', 'A23886', 'A24817', 'A26174', 'A26247', 'A28526', 'A29492', 'A29493', 'A31706', 'A31913', 'A31915', 'A32085', 'B3555', 'B3837', 'B5574', 'B6221']"
"arzoumanian street 8/1, yerevan","Arzoumanian Street 8/1, Yerevan",OK,Yerevan,Ajapnyak,8/1,,Yerevan,Arzoumanian Street,,Armenia,40.19409665,44.47603032,Nominatim,,,,"['A4413', 'A14403', 'A14405', 'A15829', 'A17490', 'A19176', 'A24202', 'B7309']"
"arzoumanian street 6, yerevan","Arzoumanian Street 6, Yerevan",OK,Yerevan,Ajapnyak,6,,Yerevan,Arzoumanian Street,,Armenia,40.1937613,44.47716127,Nominatim,,,,['A21287']
"arzoumanian street 3, yerevan","Arzoumanian Street 3, Yerevan",OK,Yerevan,Ajapnyak,3,,Yerevan,Arzoumanian Street,,Armenia,40.1924324,44.47672072,Nominatim,,,,"['A18378', 'A19633']"
"arzoumanian street 18, yerevan","Arzoumanian Street 18, Yerevan",OK,Yerevan,Ajapnyak,18,,Yerevan,Arzoumanian Street,,Armenia,40.19373625,44.47209825,Nominatim,,,,['A21886']
"arzoumanian street 16/3, yerevan","Arzoumanian Street 16/3, Yerevan",OK,Yerevan,Ajapnyak,16/3,,Yerevan,Arzoumanian Street,,Armenia,40.1935155,44.47255565,Nominatim,,,,['A505']
"arzoumanian street 16/1, yerevan","Arzoumanian Street 16/1, Yerevan",OK,Yerevan,Ajapnyak,16/1,,Yerevan,Arzoumanian Street,,Armenia,40.1934776,44.47320674,Nominatim,,,,['A14400']
"arzoumanian street 13, yerevan","Arzoumanian Street 13, Yerevan",OK,Yerevan,Ajapnyak,13,,Yerevan,Arzoumanian Street,,Armenia,40.1928557,44.47176478,Nominatim,,,,['A21437']
"arzoumanian street 10, yerevan","Arzoumanian Street 10, Yerevan",OK,Yerevan,Ajapnyak,10,,Yerevan,Arzoumanian Street,,Armenia,40.1934455,44.47532265,Nominatim,,,,['A1832']
"արզումանյան փողոց 20ա, երևան","20a Arzumanyan Street, Yerevan",OK,Yerevan,Ajapnyak,20Ա,,Yerevan,Arzoumanian Street,,Armenia,40.19445085,44.4713476,Nominatim,,,,['A12140']
"ararat street 1st lane, yerevan","Ararat Street 1st Lane, Yerevan",OK,Yerevan,Ajapnyak,,Vahagni District,Yerevan,Ararat Street,,Armenia,40.22263014,44.45116952,Nominatim,,,,['A25764']
"ara sargsyan street, yerevan","Ara Sargsyan Street, Yerevan",OK,Yerevan,Ajapnyak,,V-3rd Microdistrict,Yerevan,Ara Sargsyan Street,,Armenia,40.1881809,44.45450145,Nominatim,,,,"['A889', 'A23312']"
"ara sargsyan street 18, yerevan","Ara Sargsyan Street 18, Yerevan",OK,Yerevan,Ajapnyak,18,V-3rd Microdistrict,Yerevan,Ara Sargsyan Street,,Armenia,40.18912415,44.45084187,Nominatim,,,,['A92']
"ara sargsyan street 12, yerevan","Ara Sargsyan Street 12, Yerevan",OK,Yerevan,Ajapnyak,12,,Yerevan,Ara Sargsyan Street,,Armenia,40.1899327,44.45998445,Nominatim,,,,['A25515']
"ara ler street, yerevan","Ara Ler Street, Yerevan",OK,Yerevan,Ajapnyak,,Vahagni District,Yerevan,Ara Ler Street,,Armenia,40.22236361,44.45041625,Nominatim,,,,['A25585']
"աջափնյակ գ-1, երևան","Ajapnyak G-1, Yerevan",OK,Yerevan,Ajapnyak,,G-1st Microdistrict,Yerevan,Ajapnyak G-1,,Armenia,40.206225,44.457228,Yandex,,,,['A28634']
"abelyan street, yerevan","Abelyan Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Abelian Street,,Armenia,40.19918908,44.47626653,Nominatim,,,,"['A1602', 'A2117', 'A26614', 'A28851', 'A31683']"
"աբելյան փողոց, երևան","Abelyan Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Abelian Street,,Armenia,40.19918908,44.47626653,Nominatim,,,,['A22812']
"abelyan street 100, yerevan","Abelyan Street 100, Yerevan",OK,Yerevan,Ajapnyak,100,,Yerevan,Abelian Street,,Armenia,40.19918908,44.47626653,Nominatim,,,,['A24854']
"abelian street, yerevan","Abelian Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Abelian Street,,Armenia,40.19918908,44.47626653,Nominatim,,,,"['A2070', 'A2814', 'A3402', 'A3922', 'A4152', 'A22459', 'A23381', 'A23509', 'A25184', 'A28025', 'A28897', 'B3838', 'B4204']"
